Control1,Program,Date,Year,Month,Day,Location,Grid,Secchi Depth (cm)
2124467,Pamlico Sound Survey(APES),9/15/2021,2021,9,15,CLAM SHOAL,YY69,110
2124468,Pamlico Sound Survey(APES),9/15/2021,2021,9,15,E. OF BLUFF TO LONG SH./RODAN.,YW70,120
2124469,Pamlico Sound Survey(APES),9/15/2021,2021,9,15,E. OF BLUFF TO LONG SH./RODAN.,YX72,120
2124470,Pamlico Sound Survey(APES),9/7/2021,2021,9,7,MOUTH TO CHERRY PT/WILKINSON PT.,ZU4,96
2225056,Pamlico Sound Survey(APES),6/7/2022,2022,6,7,MOUTH TO CHERRY PT/WILKINSON PT.,ZU7,120
2225057,Pamlico Sound Survey(APES),6/7/2022,2022,6,7,MOUTH TO CHERRY PT/WILKINSON PT.,ZS9,100
2225058,Pamlico Sound Survey(APES),6/7/2022,2022,6,7,MOUTH TO CHERRY PT/WILKINSON PT.,Z015,130
2225059,Pamlico Sound Survey(APES),6/7/2022,2022,6,7,GUM THICKET SHOAL,ZN14,100
2225060,Pamlico Sound Survey(APES),6/7/2022,2022,6,7,WEST OF BLUFF SHOAL,ZK20,80
2225061,Pamlico Sound Survey(APES),6/7/2022,2022,6,7,MOUTH TO CHERRY PT/WILKINSON PT.,Z018,125
2225062,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,WEST OF BLUFF SHOAL,ZJ23,135
2225063,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,WEST OF BLUFF SHOAL,ZG21,110
2225064,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,BAY RIVER,ZG18,90
2225065,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,BRANT ISLAND SHOAL,ZF29,105
2225066,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,WEST OF BLUFF SHOAL,ZD31,110
2225067,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,INNER MIDDLE GROUND,ZC34,100
2225068,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,WEST OF BLUFF SHOAL,ZC30,90
2225069,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,WEST OF BLUFF SHOAL,ZC28,105
2225070,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,WEST OF BLUFF SHOAL,YY26,110
2225071,Pamlico Sound Survey(APES),6/8/2022,2022,6,8,WEST OF BLUFF SHOAL,YY24,85
2225072,Pamlico Sound Survey(APES),6/9/2022,2022,6,9,DRNT/PNGO PT-SNDY/OFLD,YP16,75
2225073,Pamlico Sound Survey(APES),6/9/2022,2022,6,9,SNDY PT/O.FLD.PT-MOUTH,YT17,90
2225074,Pamlico Sound Survey(APES),6/9/2022,2022,6,9,GUM PT./GARRISON PT. TO MOUTH,YV15,95
2225075,Pamlico Sound Survey(APES),6/9/2022,2022,6,9,GUM PT./GARRISON PT. TO MOUTH,YU11,85
2225076,Pamlico Sound Survey(APES),6/9/2022,2022,6,9,GUM PT./GARRISON PT. TO MOUTH,YS10,70
2225077,Pamlico Sound Survey(APES),6/9/2022,2022,6,9,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YR3,70
2225078,Pamlico Sound Survey(APES),6/9/2022,2022,6,9,GUM PT./GARRISON PT. TO MOUTH,YU15,95
2225079,Pamlico Sound Survey(APES),6/9/2022,2022,6,9,SNDY PT/O.FLD.PT-MOUTH,YT18,100
2225080,Pamlico Sound Survey(APES),6/14/2022,2022,6,14,WEST OF BLUFF SHOAL,YZ36,80
2225081,Pamlico Sound Survey(APES),6/14/2022,2022,6,14,WEST OF BLUFF SHOAL,YZ42,80
2225082,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,E. OF BLUFF TO LONG SH./RODAN.,YN57,70
2225083,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,E. OF BLUFF TO LONG SH./RODAN.,YL58,75
2225084,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,E. OF BLUFF TO LONG SH./RODAN.,YJ65,70
2225085,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,LONG SHOAL,YI65,90
2225086,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,LONG SH./RODAN. TO ROAN.MAR.LT.,YE69,95
2225087,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,LONG SH./RODAN. TO ROAN.MAR.LT.,YC72,80
2225088,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,LONG SH./RODAN. TO ROAN.MAR.LT.,YE73,95
2225089,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,LONG SH./RODAN. TO ROAN.MAR.LT.,YC76,120
2225090,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,LONG SH./RODAN. TO ROAN.MAR.LT.,YF77,115
2225091,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,E. OF BLUFF TO LONG SH./RODAN.,YP75,100
2225092,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,E. OF BLUFF TO LONG SH./RODAN.,YR71,75
2225093,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,E. OF BLUFF TO LONG SH./RODAN.,YP67,80
2225094,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,E. OF BLUFF TO LONG SH./RODAN.,YM68,85
2225095,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,E. OF BLUFF TO LONG SH./RODAN.,YN67,85
2225096,Pamlico Sound Survey(APES),6/15/2022,2022,6,15,E. OF BLUFF TO LONG SH./RODAN.,YO65,110
2225097,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,YO55,100
2225098,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,GIBBS SHOAL,YP55,105
2225099,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,YT55,125
2225100,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,YU58,140
2225101,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,YU59,150
2225102,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,YT65,135
2225103,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,YW67,145
2225104,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,ZB58,135
2225105,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,ZF56,145
2225106,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,ZA54,145
2225107,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,ZA50,135
2225108,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,E. OF BLUFF TO LONG SH./RODAN.,ZH47,120
2225109,Pamlico Sound Survey(APES),6/16/2022,2022,6,16,BLUFF SHOAL,ZH45,140
2225110,Pamlico Sound Survey(APES),9/19/2022,2022,9,19,E. OF BLUFF TO LONG SH./RODAN.,ZI46,100
2225111,Pamlico Sound Survey(APES),9/19/2022,2022,9,19,E. OF BLUFF TO LONG SH./RODAN.,ZF53,200
2225112,Pamlico Sound Survey(APES),9/19/2022,2022,9,19,E. OF BLUFF TO LONG SH./RODAN.,ZD52,250
2225113,Pamlico Sound Survey(APES),9/19/2022,2022,9,19,E. OF BLUFF TO LONG SH./RODAN.,YZ58,200
2225114,Pamlico Sound Survey(APES),9/19/2022,2022,9,19,E. OF BLUFF TO LONG SH./RODAN.,YX55,200
2225115,Pamlico Sound Survey(APES),9/19/2022,2022,9,19,E. OF BLUFF TO LONG SH./RODAN.,YY53,190
2225116,Pamlico Sound Survey(APES),9/19/2022,2022,9,19,E. OF BLUFF TO LONG SH./RODAN.,YX47,160
2225117,Pamlico Sound Survey(APES),9/19/2022,2022,9,19,E. OF BLUFF TO LONG SH./RODAN.,YT49,110
2225118,Pamlico Sound Survey(APES),9/19/2022,2022,9,19,MIDDELTON ANCHORAGE,YO53,100
2225119,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YN61,170
2225120,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YT64,200
2225121,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YV66,200
2225122,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YX68,200
2225123,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YW74,200
2225124,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YV72,200
2225125,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YU71,200
2225126,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YR69,250
2225127,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YQ72,190
2225128,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YQ77,200
2225129,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YP76,250
2225130,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,E. OF BLUFF TO LONG SH./RODAN.,YM72,170
2225131,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,LONG SH./RODAN. TO ROAN.MAR.LT.,YE70,140
2225132,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,LONG SH./RODAN. TO ROAN.MAR.LT.,Z69,130
2225133,Pamlico Sound Survey(APES),9/20/2022,2022,9,20,LONG SH./RODAN. TO ROAN.MAR.LT.,Z72,160
2225134,Pamlico Sound Survey(APES),9/21/2022,2022,9,21,E. OF BLUFF TO LONG SH./RODAN.,YL65,120
2225135,Pamlico Sound Survey(APES),9/21/2022,2022,9,21,E. OF BLUFF TO LONG SH./RODAN.,YO68,200
2225136,Pamlico Sound Survey(APES),9/21/2022,2022,9,21,E. OF BLUFF TO LONG SH./RODAN.,YO61,200
2225137,Pamlico Sound Survey(APES),9/21/2022,2022,9,21,E. OF BLUFF TO LONG SH./RODAN.,YV59,200
2225138,Pamlico Sound Survey(APES),9/6/2022,2022,9,6,CHERRY PT/WILK. PT TO NEW BERN,ZS89,100
2225139,Pamlico Sound Survey(APES),9/6/2022,2022,9,6,CHERRY PT/WILK. PT TO NEW BERN,ZQ85,115
2225140,Pamlico Sound Survey(APES),9/6/2022,2022,9,6,CHERRY PT/WILK. PT TO NEW BERN,ZR83,100
2225141,Pamlico Sound Survey(APES),9/6/2022,2022,9,6,MOUTH TO CHERRY PT/WILKINSON PT.,ZU7,120
2225142,Pamlico Sound Survey(APES),9/6/2022,2022,9,6,MOUTH TO CHERRY PT/WILKINSON PT.,ZQ14,120
2225143,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,WEST OF BLUFF SHOAL,ZH20,90
2225144,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,BAY RIVER,ZG15,135
2225145,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,BRANT ISLAND SHOAL,ZH31,120
2225146,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,WEST OF BLUFF SHOAL,ZG37,150
2225147,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,WEST OF BLUFF SHOAL,ZG38,145
2225148,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,WEST OF BLUFF SHOAL,ZF40,160
2225149,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,WEST OF BLUFF SHOAL,ZE40,165
2225150,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,BLUFF SHOAL,ZD46,125
2225151,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,WEST OF BLUFF SHOAL,ZB44,150
2225152,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,WEST OF BLUFF SHOAL,ZB39,125
2225153,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,INNER MIDDLE GROUND,ZC34,110
2225154,Pamlico Sound Survey(APES),9/7/2022,2022,9,7,WEST OF BLUFF SHOAL,YY27,115
2225155,Pamlico Sound Survey(APES),9/8/2022,2022,9,8,ROSE BAY,YS26,80
2225156,Pamlico Sound Survey(APES),9/8/2022,2022,9,8,DRNT/PNGO PT-SNDY/OFLD,YP16,80
2225157,Pamlico Sound Survey(APES),9/8/2022,2022,9,8,UPSTREAM DRNT/PUNGO PT,YL15,75
2225158,Pamlico Sound Survey(APES),9/8/2022,2022,9,8,UPSTREAM DRNT/PUNGO PT,YL19,85
2225159,Pamlico Sound Survey(APES),9/8/2022,2022,9,8,GUM PT./GARRISON PT. TO MOUTH,YU13,65
2225160,Pamlico Sound Survey(APES),9/8/2022,2022,9,8,GUM PT./GARRISON PT. TO MOUTH,YU10,95
2225161,Pamlico Sound Survey(APES),9/8/2022,2022,9,8,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YS3,90
2225162,Pamlico Sound Survey(APES),9/8/2022,2022,9,8,MAULS PT/RGGD PT-GUM PT/GRRSN PT,Y52,75
2225163,Pamlico Sound Survey(APES),9/8/2022,2022,9,8,GUM PT./GARRISON PT. TO MOUTH,YS10,90
8701131,Pamlico Sound Survey(APES),3/16/1987,1987,3,16,GUM PT./GARRISON PT. TO MOUTH,YT7,
8701132,Pamlico Sound Survey(APES),3/16/1987,1987,3,16,GUM PT./GARRISON PT. TO MOUTH,YV15,
8701133,Pamlico Sound Survey(APES),3/16/1987,1987,3,16,MOUTH TO CHERRY PT/WILKINSON PT.,ZO19,
8701134,Pamlico Sound Survey(APES),3/16/1987,1987,3,16,MOUTH TO CHERRY PT/WILKINSON PT.,ZR11,
8701135,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,CROATAN SOUND,P67,
8701136,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,LONG SH./RODAN. TO ROAN.MAR.LT.,U71,
8701137,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,OFF STUMPY POINT,YC69,
8701138,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,LONG SH./RODAN. TO ROAN.MAR.LT.,YC76,
8701139,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,LONG SH./RODAN. TO ROAN.MAR.LT.,YF67,
8701140,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,LONG SH./RODAN. TO ROAN.MAR.LT.,YC75,
8701141,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,LONG SH./RODAN. TO ROAN.MAR.LT.,YF71,
8701142,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,LONG SH./RODAN. TO ROAN.MAR.LT.,YI69,
8701143,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,E. OF BLUFF TO LONG SH./RODAN.,YJ60,
8701144,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,PINGLETON SHOAL,YK58,
8701145,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,PINGLETON SHOAL,YL56,
8701146,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,E. OF BLUFF TO LONG SH./RODAN.,YM61,
8701147,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,E. OF BLUFF TO LONG SH./RODAN.,YM65,
8701148,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,MIDDELTON ANCHORAGE,YP52,
8701149,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,E. OF BLUFF TO LONG SH./RODAN.,YQ57,
8701150,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,E. OF BLUFF TO LONG SH./RODAN.,YR75,
8701151,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,E. OF BLUFF TO LONG SH./RODAN.,YS59,
8701152,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,E. OF BLUFF TO LONG SH./RODAN.,YS71,
8701153,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,E. OF BLUFF TO LONG SH./RODAN.,YU65,
8701154,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,E. OF BLUFF TO LONG SH./RODAN.,YW49,
8701155,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,E. OF BLUFF TO LONG SH./RODAN.,YW74,
8701156,Pamlico Sound Survey(APES),3/16/1987,1987,3,16,WEST OF BLUFF SHOAL,YX31,
8701157,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,GREAT ISLAND,YX35,
8701158,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,WEST OF BLUFF SHOAL,YX38,
8701159,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,WEST OF BLUFF SHOAL,YX39,
8701160,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,E. OF BLUFF TO LONG SH./RODAN.,YX60,
8701161,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,E. OF BLUFF TO LONG SH./RODAN.,YX68,
8701162,Pamlico Sound Survey(APES),3/16/1987,1987,3,16,GREAT ISLAND,YZ34,
8701163,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,OUTER BANKS,ZA45,
8701164,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,BLUFF SHOAL,ZA46,
8701165,Pamlico Sound Survey(APES),3/18/1987,1987,3,18,E. OF BLUFF TO LONG SH./RODAN.,ZA48,
8701166,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,E. OF BLUFF TO LONG SH./RODAN.,ZB54,
8701167,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,WEST OF BLUFF SHOAL,ZC29,
8701168,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,E. OF BLUFF TO LONG SH./RODAN.,ZC52,
8701169,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,WEST OF BLUFF SHOAL,ZD36,
8701170,Pamlico Sound Survey(APES),3/24/1987,1987,3,24,E. OF BLUFF TO LONG SH./RODAN.,ZD58,
8701171,Pamlico Sound Survey(APES),3/19/1987,1987,3,19,BLUFF SHOAL,ZF46,
8701172,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,WEST OF BLUFF SHOAL,ZG32,
8701173,Pamlico Sound Survey(APES),3/19/1987,1987,3,19,WEST OF BLUFF SHOAL,ZG43,
8701174,Pamlico Sound Survey(APES),3/17/1987,1987,3,17,BRANT ISLAND SHOAL,ZH32,
8701175,Pamlico Sound Survey(APES),3/16/1987,1987,3,16,WEST OF BLUFF SHOAL,ZJ22,
8701176,Pamlico Sound Survey(APES),3/16/1987,1987,3,16,WEST OF BLUFF SHOAL,ZK20,
8701177,Pamlico Sound Survey(APES),3/19/1987,1987,3,19,WEST OF BLUFF SHOAL,ZL39,
8701178,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,LONG SHOAL PT. TO NED BEES PT.,E55,
8701179,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,NED BEES PT. TO CAROON PT.,F60,
8701180,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,POWELLS PT.-CAROON PT.-RHODOMS PT.,K63,
8701181,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,CAROON PT. TO RHODOMS PT. EAST TO BEACH,L70,
8701182,Pamlico Sound Survey(APES),3/25/1987,1987,3,25,LONG SH./RODAN. TO ROAN.MAR.LT.,X71,
8702626,Pamlico Sound Survey(APES),6/15/1987,1987,6,15,E. OF BLUFF TO LONG SH./RODAN.,YX60,
8702627,Pamlico Sound Survey(APES),6/15/1987,1987,6,15,E. OF BLUFF TO LONG SH./RODAN.,YX66,
8702628,Pamlico Sound Survey(APES),6/8/1987,1987,6,8,GREAT ISLAND,YY32,
8702629,Pamlico Sound Survey(APES),6/11/1987,1987,6,11,E. OF BLUFF TO LONG SH./RODAN.,YY56,
8702630,Pamlico Sound Survey(APES),6/15/1987,1987,6,15,E. OF BLUFF TO LONG SH./RODAN.,YY63,
8702631,Pamlico Sound Survey(APES),6/16/1987,1987,6,16,E. OF BLUFF TO LONG SH./RODAN.,YY69,
8702632,Pamlico Sound Survey(APES),6/8/1987,1987,6,8,UPPER MIDDLE GROUND,YZ30,
8702633,Pamlico Sound Survey(APES),6/8/1987,1987,6,8,WEST OF BLUFF SHOAL,YZ32,
8702634,Pamlico Sound Survey(APES),6/11/1987,1987,6,11,BLUFF SHOAL,YZ46,
8702635,Pamlico Sound Survey(APES),6/15/1987,1987,6,15,E. OF BLUFF TO LONG SH./RODAN.,ZA56,
8702636,Pamlico Sound Survey(APES),6/9/1987,1987,6,9,INNER MIDDLE GROUND,ZB32,
8702637,Pamlico Sound Survey(APES),6/9/1987,1987,6,9,INNER MIDDLE GROUND,ZC33,
8702638,Pamlico Sound Survey(APES),6/9/1987,1987,6,9,INNER MIDDLE GROUND,ZC34,
8702639,Pamlico Sound Survey(APES),6/9/1987,1987,6,9,WEST OF BLUFF SHOAL,ZC38,
8702640,Pamlico Sound Survey(APES),6/11/1987,1987,6,11,BLUFF SHOAL,ZD46,
8702641,Pamlico Sound Survey(APES),6/15/1987,1987,6,15,LEGGED LUMP,ZE60,
8702642,Pamlico Sound Survey(APES),6/9/1987,1987,6,9,ROYAL SHOAL,ZG44,
8702643,Pamlico Sound Survey(APES),6/11/1987,1987,6,11,E. OF BLUFF TO LONG SH./RODAN.,ZG55,
8702644,Pamlico Sound Survey(APES),6/11/1987,1987,6,11,E. OF BLUFF TO LONG SH./RODAN.,ZH54,
8702645,Pamlico Sound Survey(APES),6/15/1987,1987,6,15,WEST OF BLUFF SHOAL,ZI30,
8702646,Pamlico Sound Survey(APES),6/8/1987,1987,6,8,WEST OF BLUFF SHOAL,ZK18,
8702647,Pamlico Sound Survey(APES),6/15/1987,1987,6,15,WEST OF BLUFF SHOAL,ZM33,
8702648,Pamlico Sound Survey(APES),6/17/1987,1987,6,17,NED BEES PT. TO CAROON PT.,H59,
8702649,Pamlico Sound Survey(APES),6/17/1987,1987,6,17,LONG SHOAL PT. TO NED BEES PT.,I54,
8702650,Pamlico Sound Survey(APES),6/17/1987,1987,6,17,NED BEES PT. TO CAROON PT.,I62,
8702651,Pamlico Sound Survey(APES),6/17/1987,1987,6,17,CROATAN SOUND,N64,
8702652,Pamlico Sound Survey(APES),6/8/1987,1987,6,8,GUM PT./GARRISON PT. TO MOUTH,YT6,
8702653,Pamlico Sound Survey(APES),6/8/1987,1987,6,8,GUM PT./GARRISON PT. TO MOUTH,YU20,
8702654,Pamlico Sound Survey(APES),6/8/1987,1987,6,8,MOUTH TO CHERRY PT/WILKINSON PT.,ZP11,
8702655,Pamlico Sound Survey(APES),6/8/1987,1987,6,8,MOUTH TO CHERRY PT/WILKINSON PT.,ZM18,
8702656,Pamlico Sound Survey(APES),6/17/1987,1987,6,17,LONG SH./RODAN. TO ROAN.MAR.LT.,W71,
8702657,Pamlico Sound Survey(APES),6/17/1987,1987,6,17,LONG SH./RODAN. TO ROAN.MAR.LT.,X70,
8702658,Pamlico Sound Survey(APES),6/18/1987,1987,6,18,LONG SH./RODAN. TO ROAN.MAR.LT.,Y68,
8702659,Pamlico Sound Survey(APES),6/18/1987,1987,6,18,LONG SH./RODAN. TO ROAN.MAR.LT.,YA69,
8702660,Pamlico Sound Survey(APES),6/18/1987,1987,6,18,LONG SH./RODAN. TO ROAN.MAR.LT.,YB68,
8702661,Pamlico Sound Survey(APES),6/18/1987,1987,6,18,LONG SH./RODAN. TO ROAN.MAR.LT.,YC73,
8702662,Pamlico Sound Survey(APES),6/18/1987,1987,6,18,LONG SH./RODAN. TO ROAN.MAR.LT.,YD73,
8702663,Pamlico Sound Survey(APES),6/16/1987,1987,6,16,LONG SH./RODAN. TO ROAN.MAR.LT.,YI79,
8702664,Pamlico Sound Survey(APES),6/16/1987,1987,6,16,E. OF BLUFF TO LONG SH./RODAN.,YK76,
8702665,Pamlico Sound Survey(APES),6/23/1987,1987,6,23,E. OF BLUFF TO LONG SH./RODAN.,YM61,
8702666,Pamlico Sound Survey(APES),6/23/1987,1987,6,23,E. OF BLUFF TO LONG SH./RODAN.,YO57,
8702667,Pamlico Sound Survey(APES),6/23/1987,1987,6,23,E. OF BLUFF TO LONG SH./RODAN.,YO68,
8702668,Pamlico Sound Survey(APES),6/23/1987,1987,6,23,E. OF BLUFF TO LONG SH./RODAN.,YP65,
8702669,Pamlico Sound Survey(APES),6/16/1987,1987,6,16,GULL ISLAND,YP77,
8702670,Pamlico Sound Survey(APES),6/11/1987,1987,6,11,E. OF BLUFF TO LONG SH./RODAN.,YQ55,
8702671,Pamlico Sound Survey(APES),6/11/1987,1987,6,11,GULL SHOAL,YR51,
8702672,Pamlico Sound Survey(APES),6/23/1987,1987,6,23,E. OF BLUFF TO LONG SH./RODAN.,YR66,
8702673,Pamlico Sound Survey(APES),6/16/1987,1987,6,16,E. OF BLUFF TO LONG SH./RODAN.,YR75,
8702674,Pamlico Sound Survey(APES),6/23/1987,1987,6,23,E. OF BLUFF TO LONG SH./RODAN.,YS58,
8702675,Pamlico Sound Survey(APES),6/16/1987,1987,6,16,E. OF BLUFF TO LONG SH./RODAN.,YS78,
8702676,Pamlico Sound Survey(APES),6/11/1987,1987,6,11,GULL SHOAL,YT52,
8702677,Pamlico Sound Survey(APES),6/11/1987,1987,6,11,E. OF BLUFF TO LONG SH./RODAN.,YW55,
8704450,Pamlico Sound Survey(APES),9/22/1987,1987,9,22,LONG SH./RODAN. TO ROAN.MAR.LT.,YD76,
8704451,Pamlico Sound Survey(APES),9/24/1987,1987,9,24,E. OF BLUFF TO LONG SH./RODAN.,YL61,
8704452,Pamlico Sound Survey(APES),9/22/1987,1987,9,22,LONG SH./RODAN. TO ROAN.MAR.LT.,YG74,
8704453,Pamlico Sound Survey(APES),9/22/1987,1987,9,22,LONG SH./RODAN. TO ROAN.MAR.LT.,YE75,
8704454,Pamlico Sound Survey(APES),9/22/1987,1987,9,22,LONG SH./RODAN. TO ROAN.MAR.LT.,YI78,
8704455,Pamlico Sound Survey(APES),9/22/1987,1987,9,22,E. OF BLUFF TO LONG SH./RODAN.,YK75,
8704456,Pamlico Sound Survey(APES),9/22/1987,1987,9,22,E. OF BLUFF TO LONG SH./RODAN.,YR73,
8704457,Pamlico Sound Survey(APES),9/22/1987,1987,9,22,E. OF BLUFF TO LONG SH./RODAN.,YP67,
8704458,Pamlico Sound Survey(APES),9/22/1987,1987,9,22,E. OF BLUFF TO LONG SH./RODAN.,YV68,
8704459,Pamlico Sound Survey(APES),9/22/1987,1987,9,22,E. OF BLUFF TO LONG SH./RODAN.,ZC55,
8704460,Pamlico Sound Survey(APES),9/21/1987,1987,9,21,PORTSMOUTH ISLAND,ZG57,
8704461,Pamlico Sound Survey(APES),9/21/1987,1987,9,21,WEST OF BLUFF SHOAL,ZK41,
8704462,Pamlico Sound Survey(APES),9/21/1987,1987,9,21,WEST OF BLUFF SHOAL,ZL38,
8704463,Pamlico Sound Survey(APES),9/23/1987,1987,9,23,LONG SH./RODAN. TO ROAN.MAR.LT.,YF70,
8704464,Pamlico Sound Survey(APES),9/23/1987,1987,9,23,OFF SANDY POINT,YF67,
8704465,Pamlico Sound Survey(APES),9/23/1987,1987,9,23,OFF STUMPY POINT,YE67,
8704466,Pamlico Sound Survey(APES),9/23/1987,1987,9,23,LONG SH./RODAN. TO ROAN.MAR.LT.,YC70,
8704467,Pamlico Sound Survey(APES),9/23/1987,1987,9,23,NED BEES PT. TO CAROON PT.,K62,
8704468,Pamlico Sound Survey(APES),9/23/1987,1987,9,23,NED BEES PT. TO CAROON PT.,J61,
8704469,Pamlico Sound Survey(APES),9/23/1987,1987,9,23,LONG SH./RODAN. TO ROAN.MAR.LT.,YA71,
