PROJECTNAME,PROJECTAGENCY,DATE,EVENTNAME,COLLECTIONNUMBER,VESSELNAME,GEARNAME,GEARCODE,TOWTYPETEXT,LOCATION,REGION,DEPTHZONE,STATIONCODE,EVENTTYPEDESCRIPTION,TEMPSURFACE,TEMPBOTTOM,SALINITYSURFACE,SALINITYBOTTOM,LIGHTPHASE,TIMESTART,TIMEZONE,DURATION,DEPTHSTART,DEPTHEND,PRESSURE,WINDSPEED,WINDDIRECTION,WAVEHEIGHT,TEMPAIR,PRECIPITATION,ESTIMATEDLOC,LATITUDESTART,LATITUDEEND,LONGITUDESTART,LONGITUDEEND,SDO,BDO,SEDSIZEDESC,BTMCOMPDESC,WEATHERDESC,WATERLVLDESC,ALTERATIONDESC,ACTIVITYDESC,NUMBERREP,ACCSPGRIDCODE,COMMENTS,LASTUPDATED
="Pamlico Sound Survey",="NCDMF",10-01-2015,="1532660",="153266001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PUNGO RIVER",="NORTH CAROLINA",,="YO16",="STRATIFIED RANDOM EVENT",24.60,24.60,21.89999962,21.89999962,="DAY",="07:10",="EST",20,3.7999999520,3.7999999520,,12,0,,,="F",="F",35.46670151,,-76.58329773,,7,6.90,="SOFT MUD",="NO GRASS",="100% COVER",="HIGH",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0052-000000",,3/1/2018 10:17:58 AM
="Pamlico Sound Survey",="NCDMF",10-01-2015,="1532661",="153266101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PUNGO RIVER",="NORTH CAROLINA",,="YM14",="STRATIFIED RANDOM EVENT",24.20,24.20,23.10000038,23.20000076,="DAY",="07:51",="EST",20,3.7000000480,3.7000000480,,12,0,,,="F",="F",35.51670074,,-76.59999847,,6.50,6.40,="SANDY MUD",="NO GRASS",="100% COVER",="HIGH",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0052-000000",,3/1/2018 10:17:58 AM
="Pamlico Sound Survey",="NCDMF",10-01-2015,="1532662",="153266201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PUNGO RIVER",="NORTH CAROLINA",,="YO15",="STRATIFIED RANDOM EVENT",24.50,24.50,22.60000038,22.70000076,="DAY",="08:26",="EST",20,5.1999998090,5.1999998090,,12,0,,,="F",="F",35.48329926,,-76.58329773,,7.10,7,="SANDY MUD",="NO GRASS",="100% COVER",="HIGH",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0052-000000",,3/1/2018 10:17:58 AM
="Pamlico Sound Survey",="NCDMF",10-01-2015,="1532663",="153266301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YT13",="STRATIFIED RANDOM EVENT",24.10,24.10,23.60000038,23.60000038,="DAY",="09:52",="EST",20,5.3000001910,5.3000001910,,12,0,,,="F",="F",35.38330078,,-76.61669922,,7.50,7.50,="SOFT MUD",="NO GRASS",="100% COVER",="HIGH",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0033-000000",,3/1/2018 10:17:58 AM
="Pamlico Sound Survey",="NCDMF",10-01-2015,="1532664",="153266401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YS9",="STRATIFIED RANDOM EVENT",24.40,24.30,22.70000076,22.70000076,="DAY",="10:31",="EST",20,5.4000000950,5.4000000950,,12,0,,,="F",="F",35.40000153,,-76.68329620,,7.70,7.60,="SOFT MUD",="NO GRASS",="100% COVER",="HIGH",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="01",="635-0033-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",10-01-2015,="1532665",="153266500",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YS5",="STRATIFIED RANDOM EVENT",24.20,24.20,21.20000076,21.20000076,="DAY",="11:14",="EST",20,4.6999998090,4.6999998090,,12,0,,,="F",="F",35.40000153,,-76.75,,7.90,7.70,="SOFT MUD",="NO GRASS",="100% COVER",="HIGH",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="02",="635-0033-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",10-01-2015,="1532665",="153266501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YS5",="STRATIFIED RANDOM EVENT",24.20,24.20,21.20000076,21.20000076,="DAY",="11:14",="EST",20,4.6999998090,4.6999998090,,12,0,,,="F",="F",35.40000153,,-76.75,,7.90,7.70,="SOFT MUD",="NO GRASS",="100% COVER",="HIGH",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="02",="635-0033-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",10-01-2015,="1532666",="153266601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YU9",="STRATIFIED RANDOM EVENT",24.20,24.20,21.60000038,21.70000076,="DAY",="11:55",="EST",20,4.5999999050,4.5999999050,,12,0,,,="F",="F",35.38330078,,-76.69999695,,8.30,8.20,="SOFT MUD",="NO GRASS",="100% COVER",="HIGH",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="01",="635-0033-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",10-01-2015,="1532667",="153266701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YV13",="STRATIFIED RANDOM EVENT",24.40,24.40,22.39999962,22.79999924,="DAY",="12:43",="EST",20,5.3000001910,5.3000001910,,12,0,,,="F",="F",35.36669922,,-76.61669922,,8.10,7.80,="SOFT MUD",="NO GRASS",="100% COVER",="HIGH",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0033-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",06-06-2016,="1616945",="161694501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZO81",="STRATIFIED RANDOM EVENT",28,27.30,1,1.6000000240,="DAY",="13:15",="EST",20,2.50,2.50,,7,225,,,="F",="F",35.03329849,,-76.96669769,,9.70,7.80,="SOFT MUD",="NO GRASS",="75% COVER",="NORMAL",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="01",="635-0029-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",06-06-2016,="1616946",="161694600",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZT2",="STRATIFIED RANDOM EVENT",26.80,26,6,8.1999998090,="DAY",="14:58",="EST",20,8.1000003810,8.1000003810,,7,225,,,="F",="F",34.95000076,,-76.81670380,,7.60,5.70,="SOFT MUD",="NO GRASS",="100% COVER",="NORMAL",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="02",="701-0029-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",06-06-2016,="1616946",="161694601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZT2",="STRATIFIED RANDOM EVENT",26.80,26,6,8.1999998090,="DAY",="14:58",="EST",20,8.1000003810,8.1000003810,,7,225,,,="F",="F",34.95000076,,-76.81670380,,7.60,5.70,="SOFT MUD",="NO GRASS",="100% COVER",="NORMAL",="CLOSED DUE TO POLLUTION",="CRAB OR SHRIMP TRAWLING ALLOWED",="02",="701-0029-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",06-06-2016,="1616947",="161694701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZP16",="STRATIFIED RANDOM EVENT",26.60,26.10,9.1000003810,10.39999962,="DAY",="16:46",="EST",20,4.6999998090,4.6999998090,,10,225,,,="F",="F",35.01670074,,-76.58329773,,8.20,8,="MUDDY SAND",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0029-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",06-06-2016,="1616948",="161694801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZQ18",="STRATIFIED RANDOM EVENT",26.70,26.20,8.50,10.19999981,="DAY",="17:24",="EST",20,4.9000000950,4.9000000950,,10,225,,,="F",="F",35.01670074,,-76.55000305,,8.70,8.10,="SAND",="NO GRASS",="100% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0029-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",06-08-2016,="1616949",="161694901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZL18",="STRATIFIED RANDOM EVENT",25.50,25.50,10.80000019,12.89999962,="DAY",="08:21",="EST",20,6.6999998090,6.6999998090,,10,45,,,="F",="F",35.08330154,,-76.53330231,,8.10,3.80,="SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0029-000000",,3/1/2018 10:17:59 AM
="Pamlico Sound Survey",="NCDMF",06-08-2016,="1616950",="161695001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZK21",="STRATIFIED RANDOM EVENT",25.60,25.30,12.30000019,12.39999962,="DAY",="09:04",="EST",20,7.50,7.50,,10,45,,,="F",="F",35.09999847,,-76.50,,8.80,7.10,="SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:00 AM
="Pamlico Sound Survey",="NCDMF",06-08-2016,="1616951",="161695101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZG21",="STRATIFIED RANDOM EVENT",25.70,25.30,11.50,12.69999981,="DAY",="10:00",="EST",20,6.5999999050,6.5999999050,,7,45,,,="F",="F",35.16669846,,-76.48329926,,8.40,7.30,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:00 AM
="Pamlico Sound Survey",="NCDMF",06-08-2016,="1616952",="161695201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZJ25",="STRATIFIED RANDOM EVENT",26.30,25.80,13.10000038,13.19999981,="DAY",="10:58",="EST",20,6.9000000950,6.9000000950,,5,45,,,="F",="F",35.13330078,,-76.43329620,,9.70,10.20,="SANDY MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:00 AM
="Pamlico Sound Survey",="NCDMF",06-08-2016,="1616953",="161695301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZL26",="STRATIFIED RANDOM EVENT",26.30,25.80,12.19999981,12.60000038,="DAY",="11:34",="EST",20,4.1999998090,4.1999998090,,5,45,,,="F",="F",35.09999847,,-76.41670227,,9.50,9.70,="SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:00 AM
="Pamlico Sound Survey",="NCDMF",06-08-2016,="1616954",="161695401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZP38",="STRATIFIED RANDOM EVENT",27.30,25.70,14.69999981,20.20000076,="DAY",="13:17",="EST",20,4.5999999050,4.5999999050,,5,270,,,="F",="F",35.01670074,,-76.21669769,,9.80,8.30,="MUDDY SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:00 AM
="Pamlico Sound Survey",="NCDMF",06-08-2016,="1616955",="161695501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZI38",="STRATIFIED RANDOM EVENT",26.40,26.30,14.50,16.29999924,="DAY",="14:28",="EST",20,7.1999998090,7.1999998090,,12,270,,,="F",="F",35.13330078,,-76.19999695,,9.80,8.80,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:00 AM
="Pamlico Sound Survey",="NCDMF",06-08-2016,="1616956",="161695601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZH35",="STRATIFIED RANDOM EVENT",26.50,25.30,13.80000019,14.19999981,="DAY",="15:18",="EST",20,6.1999998090,6.1999998090,,20,270,,,="F",="F",35.15000153,,-76.25,,10.10,9.50,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:00 AM
="Pamlico Sound Survey",="NCDMF",06-08-2016,="1616957",="161695701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZE45",="STRATIFIED RANDOM EVENT",26,26.70,17,16.79999924,="DAY",="16:42",="EST",20,4.5999999050,4.5999999050,,20,315,,,="F",="F",35.20000076,,-76.09999847,,9.70,10.30,="SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:00 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616958",="161695801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZD41",="STRATIFIED RANDOM EVENT",25.20,25.20,14.30000019,16.10000038,="DAY",="08:59",="EST",20,5.8000001910,5.8000001910,,7,45,,,="F",="F",35.21670151,,-76.15000153,,9.40,8.80,="SANDY MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:00 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616959",="161695901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZB33",="STRATIFIED RANDOM EVENT",25.20,25.40,11.39999962,11.50,="DAY",="10:13",="EST",20,4.1999998090,4.1999998090,,5,45,,,="F",="F",35.26670074,,-76.28330231,,9.30,9.60,="MUDDY SAND",="TUNICATE",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:01 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616960",="161696001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZA46",="STRATIFIED RANDOM EVENT",26.10,24.80,15.30000019,16.79999924,="DAY",="11:57",="EST",20,2.7000000480,2.7000000480,,5,45,,,="F",="F",35.26670074,,-76.08329773,,9.50,9.60,="MUDDY SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:01 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616961",="161696101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YY45",="STRATIFIED RANDOM EVENT",26.80,25.10,11.50,15.60000038,="DAY",="12:40",="EST",20,2.5999999050,2.5999999050,,5,45,,,="F",="F",35.29999924,,-76.09999847,,9.40,8.40,="SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:01 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616962",="161696201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YX45",="STRATIFIED RANDOM EVENT",25.80,24.90,12.19999981,14.19999981,="DAY",="13:06",="EST",20,2.7999999520,2.7999999520,,5,45,,,="F",="F",35.31669998,,-76.09999847,,10.30,11.50,="SAND",="TUNICATE",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:01 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616963",="161696301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YW46",="STRATIFIED RANDOM EVENT",26.80,24.80,11.80000019,15,="DAY",="13:34",="EST",20,2.9000000950,2.9000000950,,5,225,,,="F",="F",35.33330154,,-76.08329773,,9.60,9.10,="MUDDY SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:01 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616964",="161696401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YX51",="STRATIFIED RANDOM EVENT",26.10,25,16.39999962,16.89999962,="DAY",="14:27",="EST",20,5.8000001910,5.8000001910,,7,225,,,="F",="F",35.33330154,,-76,,9.90,9.70,="SANDY MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:01 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616965",="161696501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YW59",="STRATIFIED RANDOM EVENT",26,25.20,17.20000076,17.20000076,="DAY",="15:35",="EST",20,7.3000001910,7.3000001910,,7,225,,,="F",="F",35.33330154,,-75.86669922,,10.10,10.50,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:01 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616966",="161696601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YY58",="STRATIFIED RANDOM EVENT",25.70,24.60,17.29999924,18.29999924,="DAY",="16:14",="EST",20,6.9000000950,6.9000000950,,10,225,,,="F",="F",35.31669998,,-75.86669922,,10.40,8.90,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:01 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616967",="161696701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZC54",="STRATIFIED RANDOM EVENT",25.70,24.40,17.39999962,21.50,="DAY",="17:12",="EST",20,6.3000001910,6.3000001910,,12,225,,,="F",="F",35.25,,-75.93329620,,9.60,5.10,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:01 AM
="Pamlico Sound Survey",="NCDMF",06-09-2016,="1616968",="161696801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZD53",="STRATIFIED RANDOM EVENT",26.30,24.60,18,19.10000038,="DAY",="17:40",="EST",20,6.6999998090,6.6999998090,,12,225,,,="F",="F",35.23329926,,-75.94999695,,9.60,10.10,="SOFT MUD",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:02 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616969",="161696901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YW62",="STRATIFIED RANDOM EVENT",25.10,25.10,15.60000038,17.39999962,="DAY",="08:10",="EST",20,5.9000000950,5.9000000950,,12,225,,,="F",="F",35.33330154,,-75.81670380,,8.90,9.30,="SAND",="NO GRASS",="CLEAR SKIES",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:02 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616970",="161697001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YW66",="STRATIFIED RANDOM EVENT",25.60,25.60,17.60000038,17.60000038,="DAY",="08:57",="EST",20,5.4000000950,5.4000000950,,12,225,,,="F",="F",35.33330154,,-75.75,,8.50,8.70,="SAND",="GRASS",="CLEAR SKIES",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:02 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616971",="161697101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YV68",="STRATIFIED RANDOM EVENT",25,25,16.79999924,16.79999924,="DAY",="09:31",="EST",20,5.3000001910,5.3000001910,,12,225,,,="F",="F",35.34999847,,-75.71669769,,8.20,8.50,="SAND",="GRASS",="CLEAR SKIES",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:02 AM
="Pamlico Sound Survey",="NCDMF",06-14-2016,="1616972",="161697201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YU74",="STRATIFIED RANDOM EVENT",25.50,25.50,17.50,17.60000038,="DAY",="10:28",="EST",20,5,5,,12,270,,,="F",="F",35.36669922,,-75.61669922,,8.60,8.70,="SAND",="NO GRASS",="25% COVER",="NORMAL",="NO ALTERATION",="TRAWLING; DREDGING; NON BOTTOM DISTURBING ACTIVITIES ALLOWED",="01",="635-0034-000000",,3/1/2018 10:18:02 AM
