"","Year","gridID","Speciescommonname","Survey","mean_CPUE_stdzd"
"26925",2015,99,"juv blue crab","P120",0
"26926",2015,222,"juv blue crab","P120",0.000329837060492117
"26927",2015,223,"juv blue crab","P120",0.00039580447259054
"26928",2015,191,"juv blue crab","P120",9.89511181476351e-05
"26929",2015,253,"juv blue crab","P120",6.59674120984234e-05
"26930",2015,283,"juv blue crab","P120",0
"26931",2015,288,"juv blue crab","P120",0.00019790223629527
"26932",2015,349,"juv blue crab","P120",0
"26933",2015,319,"juv blue crab","P120",0
"26934",2015,320,"juv blue crab","P120",0
"26935",2015,291,"juv blue crab","P120",0.00277063130813378
"26936",2015,321,"juv blue crab","P120",9.89511181476351e-05
"26937",2015,351,"juv blue crab","P120",0.00108846229962399
"26938",2015,352,"juv blue crab","P120",0.00059370670888581
"26939",2015,382,"juv blue crab","P120",0
"26940",2015,380,"juv blue crab","P120",0
"26941",2015,350,"juv blue crab","P120",0
"26942",2015,348,"juv blue crab","P120",0.00019790223629527
"26943",2015,478,"juv blue crab","P120",0
"26944",2015,477,"juv blue crab","P120",0
"26945",2015,447,"juv blue crab","P120",0
"26946",2015,598,"juv blue crab","P120",0.00079160894518108
"26947",2015,657,"juv blue crab","P120",0.000692657827033445
"26948",2015,658,"juv blue crab","P120",0.000494755590738175
"26949",2015,686,"juv blue crab","P120",0.00019790223629527
"26950",2015,687,"juv blue crab","P120",0.000791608945181081
"26951",2015,717,"juv blue crab","P120",0.00138531565406689
"26952",2015,656,"juv blue crab","P120",0
"26953",2016,596,"juv blue crab","P120",9.89511181476351e-05
"26954",2016,500,"juv blue crab","P120",9.89511181476351e-05
"26955",2016,535,"juv blue crab","P120",0.00019790223629527
"26956",2016,534,"juv blue crab","P120",0.000296853354442905
"26957",2016,502,"juv blue crab","P120",0
"26958",2016,565,"juv blue crab","P120",0.000494755590738175
"26959",2016,566,"juv blue crab","P120",0.00277063130813378
"26960",2016,503,"juv blue crab","P120",0.00079160894518108
"26961",2016,529,"juv blue crab","P120",0.00019790223629527
"26962",2016,528,"juv blue crab","P120",0.00019790223629527
"26963",2016,498,"juv blue crab","P120",0.000247377795369088
"26964",2016,530,"juv blue crab","P120",0
"26965",2016,531,"juv blue crab","P120",0.00019790223629527
"26966",2016,501,"juv blue crab","P120",0.00039580447259054
"26967",2016,504,"juv blue crab","P120",0.00059370670888581
"26968",2016,470,"juv blue crab","P120",0.000247377795369088
"26969",2016,440,"juv blue crab","P120",0.000263869648393694
"26970",2016,469,"juv blue crab","P120",0.00019790223629527
"26971",2016,378,"juv blue crab","P120",0
"26972",2016,379,"juv blue crab","P120",0
"26973",2016,409,"juv blue crab","P120",9.89511181476351e-05
"26974",2016,410,"juv blue crab","P120",9.89511181476351e-05
"26975",2016,468,"juv blue crab","P120",0
"26976",2016,499,"juv blue crab","P120",0.00059370670888581
"26977",2016,439,"juv blue crab","P120",0.00019790223629527
"26978",2016,478,"juv blue crab","P120",0
"26979",2016,477,"juv blue crab","P120",0
"26980",2016,447,"juv blue crab","P120",0
"26981",2016,658,"juv blue crab","P120",0.000296853354442905
"26982",2016,598,"juv blue crab","P120",0
"26983",2016,657,"juv blue crab","P120",0.000296853354442905
"26984",2016,687,"juv blue crab","P120",0
"26985",2016,717,"juv blue crab","P120",0.000989511181476351
"26986",2016,686,"juv blue crab","P120",0.00019790223629527
"26987",2016,656,"juv blue crab","P120",0.00019790223629527
"26988",2016,351,"juv blue crab","P120",4.94755590738175e-05
"26989",2016,380,"juv blue crab","P120",0
"26990",2016,350,"juv blue crab","P120",0
"26991",2016,352,"juv blue crab","P120",0
"26992",2016,382,"juv blue crab","P120",0
"26993",2016,321,"juv blue crab","P120",0
"26994",2016,320,"juv blue crab","P120",0.00039580447259054
"26995",2016,319,"juv blue crab","P120",0
"26996",2016,291,"juv blue crab","P120",0
"26997",2016,288,"juv blue crab","P120",0.00059370670888581
"26998",2016,349,"juv blue crab","P120",0
"26999",2016,348,"juv blue crab","P120",0
"27000",2016,128,"juv blue crab","P120",0
"27001",2016,98,"juv blue crab","P120",0
"27002",2016,99,"juv blue crab","P120",0
"27003",2016,39,"juv blue crab","P120",0
"27004",2016,253,"juv blue crab","P120",0
"27005",2016,283,"juv blue crab","P120",0
"27006",2016,222,"juv blue crab","P120",0
"27007",2016,191,"juv blue crab","P120",0.00039580447259054
"27008",2016,223,"juv blue crab","P120",0.00019790223629527
"27009",2017,596,"juv blue crab","P120",9.89511181476351e-05
"27010",2017,500,"juv blue crab","P120",9.89511181476351e-05
"27011",2017,535,"juv blue crab","P120",0
"27012",2017,534,"juv blue crab","P120",0.00039580447259054
"27013",2017,502,"juv blue crab","P120",0
"27014",2017,565,"juv blue crab","P120",0.000296853354442905
"27015",2017,566,"juv blue crab","P120",0.00019790223629527
"27016",2017,503,"juv blue crab","P120",0
"27017",2017,529,"juv blue crab","P120",9.89511181476351e-05
"27018",2017,528,"juv blue crab","P120",0.00019790223629527
"27019",2017,498,"juv blue crab","P120",4.94755590738175e-05
"27020",2017,530,"juv blue crab","P120",0
"27021",2017,531,"juv blue crab","P120",0
"27022",2017,501,"juv blue crab","P120",9.89511181476351e-05
"27023",2017,504,"juv blue crab","P120",0.00059370670888581
"27024",2017,409,"juv blue crab","P120",0
"27025",2017,410,"juv blue crab","P120",9.89511181476351e-05
"27026",2017,379,"juv blue crab","P120",0
"27027",2017,378,"juv blue crab","P120",0
"27028",2017,469,"juv blue crab","P120",0
"27029",2017,470,"juv blue crab","P120",9.89511181476351e-05
"27030",2017,440,"juv blue crab","P120",0.000329837060492117
"27031",2017,499,"juv blue crab","P120",0.00079160894518108
"27032",2017,468,"juv blue crab","P120",0.00019790223629527
"27033",2017,439,"juv blue crab","P120",3.29837060492117e-05
"27034",2017,39,"juv blue crab","P120",0
"27035",2017,99,"juv blue crab","P120",0
"27036",2017,98,"juv blue crab","P120",0
"27037",2017,128,"juv blue crab","P120",0.000131934824196847
"27038",2017,222,"juv blue crab","P120",0
"27039",2017,191,"juv blue crab","P120",0.00019790223629527
"27040",2017,223,"juv blue crab","P120",0
"27041",2017,253,"juv blue crab","P120",0.000131934824196847
"27042",2017,283,"juv blue crab","P120",0
"27043",2017,35,"juv blue crab","P120",4.94755590738175e-05
"27044",2017,478,"juv blue crab","P120",0
"27045",2017,477,"juv blue crab","P120",0
"27046",2017,447,"juv blue crab","P120",0
"27047",2017,598,"juv blue crab","P120",0.00019790223629527
"27048",2017,658,"juv blue crab","P120",9.89511181476351e-05
"27049",2017,657,"juv blue crab","P120",0.000296853354442905
"27050",2017,687,"juv blue crab","P120",0.00039580447259054
"27051",2017,717,"juv blue crab","P120",0.00059370670888581
"27052",2017,656,"juv blue crab","P120",0.00019790223629527
"27053",2017,686,"juv blue crab","P120",0.00039580447259054
"27054",2017,288,"juv blue crab","P120",0.00019790223629527
"27055",2017,319,"juv blue crab","P120",0
"27056",2017,320,"juv blue crab","P120",0.00019790223629527
"27057",2017,321,"juv blue crab","P120",0
"27058",2017,291,"juv blue crab","P120",0.00039580447259054
"27059",2017,351,"juv blue crab","P120",0
"27060",2017,352,"juv blue crab","P120",0
"27061",2017,382,"juv blue crab","P120",0
"27062",2017,380,"juv blue crab","P120",0
"27063",2017,350,"juv blue crab","P120",0
"27064",2017,349,"juv blue crab","P120",0.00039580447259054
"27065",2017,348,"juv blue crab","P120",0.00019790223629527
"27066",2018,596,"juv blue crab","P120",9.89511181476351e-05
"27067",2018,222,"juv blue crab","P120",0
"27068",2018,223,"juv blue crab","P120",0
"27069",2018,191,"juv blue crab","P120",0.00019790223629527
"27070",2018,283,"juv blue crab","P120",0
"27071",2018,253,"juv blue crab","P120",0
"27072",2018,39,"juv blue crab","P120",0
"27073",2018,128,"juv blue crab","P120",0.000263869648393694
"27074",2018,98,"juv blue crab","P120",0
"27075",2018,99,"juv blue crab","P120",0
"27076",2018,35,"juv blue crab","P120",4.94755590738175e-05
"27077",2018,500,"juv blue crab","P120",0
"27078",2018,501,"juv blue crab","P120",0.000148426677221453
"27079",2018,530,"juv blue crab","P120",0
"27080",2018,529,"juv blue crab","P120",0.000296853354442905
"27081",2018,535,"juv blue crab","P120",0
"27082",2018,534,"juv blue crab","P120",0.00039580447259054
"27083",2018,502,"juv blue crab","P120",9.89511181476351e-05
"27084",2018,565,"juv blue crab","P120",0
"27085",2018,566,"juv blue crab","P120",0
"27086",2018,503,"juv blue crab","P120",0
"27087",2018,528,"juv blue crab","P120",0
"27088",2018,498,"juv blue crab","P120",0.00123688897684544
"27089",2018,531,"juv blue crab","P120",0
"27090",2018,504,"juv blue crab","P120",0
"27091",2018,378,"juv blue crab","P120",0
"27092",2018,409,"juv blue crab","P120",0
"27093",2018,410,"juv blue crab","P120",0.000494755590738175
"27094",2018,469,"juv blue crab","P120",0.000131934824196847
"27095",2018,439,"juv blue crab","P120",0.000164918530246058
"27096",2018,470,"juv blue crab","P120",0.000346328913516723
"27097",2018,440,"juv blue crab","P120",0.00118741341777162
"27098",2018,468,"juv blue crab","P120",0
"27099",2018,499,"juv blue crab","P120",0
"27100",2018,379,"juv blue crab","P120",0.00039580447259054
"27101",2018,598,"juv blue crab","P120",0
"27102",2018,658,"juv blue crab","P120",0.00019790223629527
"27103",2018,657,"juv blue crab","P120",0.000494755590738175
"27104",2018,478,"juv blue crab","P120",0
"27105",2018,477,"juv blue crab","P120",0
"27106",2018,447,"juv blue crab","P120",0
"27107",2018,656,"juv blue crab","P120",0.00138531565406689
"27108",2018,686,"juv blue crab","P120",0
"27109",2018,717,"juv blue crab","P120",0.00059370670888581
"27110",2018,687,"juv blue crab","P120",0.00059370670888581
"27111",2018,288,"juv blue crab","P120",0
"27112",2018,319,"juv blue crab","P120",0
"27113",2018,320,"juv blue crab","P120",0.00019790223629527
"27114",2018,321,"juv blue crab","P120",0
"27115",2018,291,"juv blue crab","P120",0.00019790223629527
"27116",2018,351,"juv blue crab","P120",0
"27117",2018,352,"juv blue crab","P120",0
"27118",2018,382,"juv blue crab","P120",0
"27119",2018,380,"juv blue crab","P120",0
"27120",2018,350,"juv blue crab","P120",0
"27121",2018,349,"juv blue crab","P120",0.00019790223629527
"27122",2018,348,"juv blue crab","P120",0.00059370670888581
"27123",2019,596,"juv blue crab","P120",0
"27124",2019,478,"juv blue crab","P120",0
"27125",2019,477,"juv blue crab","P120",0
"27126",2019,447,"juv blue crab","P120",0
"27127",2019,598,"juv blue crab","P120",0
"27128",2019,658,"juv blue crab","P120",0.00039580447259054
"27129",2019,657,"juv blue crab","P120",9.89511181476351e-05
"27130",2019,687,"juv blue crab","P120",0.000494755590738175
"27131",2019,717,"juv blue crab","P120",0.00059370670888581
"27132",2019,686,"juv blue crab","P120",0.00019790223629527
"27133",2019,656,"juv blue crab","P120",0.00178112012665743
"27134",2019,500,"juv blue crab","P120",0.000296853354442905
"27135",2019,530,"juv blue crab","P120",0.00019790223629527
"27136",2019,529,"juv blue crab","P120",9.89511181476351e-05
"27137",2019,498,"juv blue crab","P120",0.000148426677221453
"27138",2019,528,"juv blue crab","P120",0.00059370670888581
"27139",2019,531,"juv blue crab","P120",0.00039580447259054
"27140",2019,501,"juv blue crab","P120",0.000148426677221453
"27141",2019,503,"juv blue crab","P120",0.00019790223629527
"27142",2019,502,"juv blue crab","P120",0.00019790223629527
"27143",2019,566,"juv blue crab","P120",0
"27144",2019,565,"juv blue crab","P120",0.00059370670888581
"27145",2019,535,"juv blue crab","P120",0
"27146",2019,534,"juv blue crab","P120",0.00039580447259054
"27147",2019,504,"juv blue crab","P120",0
"27148",2019,222,"juv blue crab","P120",0.000131934824196847
"27149",2019,191,"juv blue crab","P120",0.00019790223629527
"27150",2019,223,"juv blue crab","P120",0
"27151",2019,253,"juv blue crab","P120",0.00019790223629527
"27152",2019,283,"juv blue crab","P120",0
"27153",2019,128,"juv blue crab","P120",0.000857576357279504
"27154",2019,99,"juv blue crab","P120",0.00019790223629527
"27155",2019,98,"juv blue crab","P120",0
"27156",2019,39,"juv blue crab","P120",0
"27157",2019,35,"juv blue crab","P120",4.94755590738175e-05
"27158",2019,288,"juv blue crab","P120",0.00019790223629527
"27159",2019,349,"juv blue crab","P120",0
"27160",2019,319,"juv blue crab","P120",0
"27161",2019,320,"juv blue crab","P120",0
"27162",2019,291,"juv blue crab","P120",0
"27163",2019,321,"juv blue crab","P120",0.00158321789036216
"27164",2019,351,"juv blue crab","P120",0.00019790223629527
"27165",2019,352,"juv blue crab","P120",0.00019790223629527
"27166",2019,382,"juv blue crab","P120",0
"27167",2019,380,"juv blue crab","P120",0
"27168",2019,350,"juv blue crab","P120",0
"27169",2019,348,"juv blue crab","P120",0
"27170",2019,439,"juv blue crab","P120",0.000263869648393694
"27171",2019,440,"juv blue crab","P120",0.0011214460056732
"27172",2019,410,"juv blue crab","P120",9.89511181476351e-05
"27173",2019,409,"juv blue crab","P120",0
"27174",2019,469,"juv blue crab","P120",0.000659674120984234
"27175",2019,468,"juv blue crab","P120",0.00356224025331486
"27176",2019,499,"juv blue crab","P120",0.00019790223629527
"27177",2019,470,"juv blue crab","P120",0.000494755590738175
"27178",2019,378,"juv blue crab","P120",0
"27179",2019,379,"juv blue crab","P120",0.00019790223629527
"27180",2020,99,"juv blue crab","P120",0
"27181",2020,98,"juv blue crab","P120",9.89511181476351e-05
"27182",2020,39,"juv blue crab","P120",0
"27183",2020,191,"juv blue crab","P120",0
"27184",2020,223,"juv blue crab","P120",9.89511181476351e-05
"27185",2020,222,"juv blue crab","P120",0.00019790223629527
"27186",2020,283,"juv blue crab","P120",3.29837060492117e-05
"27187",2020,253,"juv blue crab","P120",0.000296853354442905
"27188",2020,35,"juv blue crab","P120",5.65434960843629e-05
"27189",2020,658,"juv blue crab","P120",0.000148426677221453
"27190",2020,657,"juv blue crab","P120",0.000346328913516723
"27191",2020,687,"juv blue crab","P120",0.00019790223629527
"27192",2020,477,"juv blue crab","P120",9.89511181476351e-05
"27193",2020,447,"juv blue crab","P120",0.00019790223629527
"27194",2020,478,"juv blue crab","P120",0
"27195",2020,686,"juv blue crab","P120",0.00019790223629527
"27196",2020,656,"juv blue crab","P120",0.000890560063328716
"27197",2020,717,"juv blue crab","P120",0.00039580447259054
"27198",2020,598,"juv blue crab","P120",0
"27199",2020,596,"juv blue crab","P120",0.000148426677221453
"27200",2020,503,"juv blue crab","P120",0
"27201",2020,504,"juv blue crab","P120",9.89511181476351e-05
"27202",2020,534,"juv blue crab","P120",4.94755590738175e-05
"27203",2020,535,"juv blue crab","P120",9.89511181476351e-05
"27204",2020,502,"juv blue crab","P120",0
"27205",2020,565,"juv blue crab","P120",9.8951118147635e-05
"27206",2020,566,"juv blue crab","P120",0.000494755590738175
"27207",2020,530,"juv blue crab","P120",0
"27208",2020,529,"juv blue crab","P120",0
"27209",2020,501,"juv blue crab","P120",0.000247377795369088
"27210",2020,531,"juv blue crab","P120",0.000296853354442905
"27211",2020,528,"juv blue crab","P120",0
"27212",2020,498,"juv blue crab","P120",2.47377795369088e-05
"27213",2020,500,"juv blue crab","P120",0.000148426677221453
"27214",2020,439,"juv blue crab","P120",0.000164918530246058
"27215",2020,410,"juv blue crab","P120",0.000148426677221453
"27216",2020,440,"juv blue crab","P120",0.000329837060492117
"27217",2020,470,"juv blue crab","P120",0.000148426677221453
"27218",2020,469,"juv blue crab","P120",0.00019790223629527
"27219",2020,468,"juv blue crab","P120",0
"27220",2020,499,"juv blue crab","P120",0
"27221",2020,409,"juv blue crab","P120",9.89511181476351e-05
"27222",2020,379,"juv blue crab","P120",9.89511181476351e-05
"27223",2020,378,"juv blue crab","P120",0
"27224",2020,349,"juv blue crab","P120",0
"27225",2020,288,"juv blue crab","P120",0
"27226",2020,321,"juv blue crab","P120",0.000148426677221453
"27227",2020,291,"juv blue crab","P120",0.000296853354442905
"27228",2020,319,"juv blue crab","P120",0
"27229",2020,320,"juv blue crab","P120",0
"27230",2020,350,"juv blue crab","P120",0
"27231",2020,380,"juv blue crab","P120",0
"27232",2020,351,"juv blue crab","P120",0
"27233",2020,382,"juv blue crab","P120",0
"27234",2020,352,"juv blue crab","P120",0
"27235",2020,348,"juv blue crab","P120",0.00059370670888581
"27236",2021,39,"juv blue crab","P120",0
"27237",2021,99,"juv blue crab","P120",0
"27238",2021,98,"juv blue crab","P120",0
"27239",2021,128,"juv blue crab","P120",0
"27240",2021,191,"juv blue crab","P120",0
"27241",2021,222,"juv blue crab","P120",0
"27242",2021,223,"juv blue crab","P120",0
"27243",2021,253,"juv blue crab","P120",0
"27244",2021,35,"juv blue crab","P120",0
"27245",2021,283,"juv blue crab","P120",0
"27246",2021,504,"juv blue crab","P120",0
"27247",2021,534,"juv blue crab","P120",9.89511181476351e-05
"27248",2021,535,"juv blue crab","P120",0
"27249",2021,500,"juv blue crab","P120",9.89511181476351e-05
"27250",2021,530,"juv blue crab","P120",9.89511181476351e-05
"27251",2021,529,"juv blue crab","P120",9.89511181476351e-05
"27252",2021,501,"juv blue crab","P120",9.8951118147635e-05
"27253",2021,531,"juv blue crab","P120",0.00019790223629527
"27254",2021,528,"juv blue crab","P120",0.00019790223629527
"27255",2021,498,"juv blue crab","P120",0
"27256",2021,503,"juv blue crab","P120",0
"27257",2021,502,"juv blue crab","P120",0
"27258",2021,565,"juv blue crab","P120",9.89511181476351e-05
"27259",2021,596,"juv blue crab","P120",0
"27260",2021,566,"juv blue crab","P120",0
"27261",2021,478,"juv blue crab","P120",0
"27262",2021,477,"juv blue crab","P120",0
"27263",2021,447,"juv blue crab","P120",0
"27264",2021,598,"juv blue crab","P120",0
"27265",2021,656,"juv blue crab","P120",0
"27266",2021,658,"juv blue crab","P120",9.89511181476351e-05
"27267",2021,657,"juv blue crab","P120",0.000890560063328716
"27268",2021,687,"juv blue crab","P120",0
"27269",2021,717,"juv blue crab","P120",0.00178112012665743
"27270",2021,686,"juv blue crab","P120",0
"27271",2021,288,"juv blue crab","P120",0
"27272",2021,349,"juv blue crab","P120",0
"27273",2021,319,"juv blue crab","P120",0
"27274",2021,320,"juv blue crab","P120",0
"27275",2021,291,"juv blue crab","P120",0.00019790223629527
"27276",2021,321,"juv blue crab","P120",9.89511181476351e-05
"27277",2021,351,"juv blue crab","P120",0
"27278",2021,352,"juv blue crab","P120",0
"27279",2021,382,"juv blue crab","P120",0
"27280",2021,380,"juv blue crab","P120",0
"27281",2021,350,"juv blue crab","P120",0
"27282",2021,348,"juv blue crab","P120",0
"27283",2021,469,"juv blue crab","P120",6.59674120984234e-05
"27284",2021,499,"juv blue crab","P120",0
"27285",2021,440,"juv blue crab","P120",0.000131934824196847
"27286",2021,378,"juv blue crab","P120",0
"27287",2021,379,"juv blue crab","P120",0
"27288",2021,409,"juv blue crab","P120",0
"27289",2001,288,"periwinkles","P120",0
"27290",2001,349,"periwinkles","P120",0
"27291",2001,319,"periwinkles","P120",0
"27292",2001,320,"periwinkles","P120",0
"27293",2001,291,"periwinkles","P120",0
"27294",2001,321,"periwinkles","P120",0
"27295",2001,351,"periwinkles","P120",0
"27296",2001,352,"periwinkles","P120",0
"27297",2001,382,"periwinkles","P120",0
"27298",2001,380,"periwinkles","P120",0
"27299",2001,350,"periwinkles","P120",0
"27300",2001,348,"periwinkles","P120",0
"27301",2001,478,"periwinkles","P120",0
"27302",2001,477,"periwinkles","P120",0
"27303",2001,447,"periwinkles","P120",0
"27304",2001,598,"periwinkles","P120",0
"27305",2001,657,"periwinkles","P120",0
"27306",2001,566,"periwinkles","P120",0
"27307",2001,596,"periwinkles","P120",0
"27308",2001,565,"periwinkles","P120",0
"27309",2001,535,"periwinkles","P120",0
"27310",2001,534,"periwinkles","P120",0
"27311",2001,504,"periwinkles","P120",0
"27312",2001,503,"periwinkles","P120",0
"27313",2001,502,"periwinkles","P120",0
"27314",2001,501,"periwinkles","P120",0
"27315",2001,531,"periwinkles","P120",0.00019790223629527
"27316",2001,500,"periwinkles","P120",0
"27317",2001,530,"periwinkles","P120",0.00118741341777162
"27318",2001,529,"periwinkles","P120",0.00247377795369088
"27319",2001,498,"periwinkles","P120",0.000494755590738175
"27320",2001,528,"periwinkles","P120",0
"27321",2001,469,"periwinkles","P120",0.00230885942344482
"27322",2001,470,"periwinkles","P120",0
"27323",2001,440,"periwinkles","P120",0
"27324",2001,439,"periwinkles","P120",0
"27325",2001,409,"periwinkles","P120",0
"27326",2001,410,"periwinkles","P120",0
"27327",2001,379,"periwinkles","P120",0
"27328",2001,378,"periwinkles","P120",0
"27329",2001,222,"periwinkles","P120",0
"27330",2001,223,"periwinkles","P120",0
"27331",2001,191,"periwinkles","P120",0
"27332",2001,128,"periwinkles","P120",0
"27333",2001,98,"periwinkles","P120",0
"27334",2001,39,"periwinkles","P120",0
"27335",2001,99,"periwinkles","P120",0
"27336",2001,35,"periwinkles","P120",0
"27337",2001,253,"periwinkles","P120",0
"27338",2001,283,"periwinkles","P120",0
"27339",2002,288,"periwinkles","P120",0
"27340",2002,321,"periwinkles","P120",0
"27341",2002,349,"periwinkles","P120",0
"27342",2002,319,"periwinkles","P120",0
"27343",2002,320,"periwinkles","P120",0
"27344",2002,291,"periwinkles","P120",0
"27345",2002,351,"periwinkles","P120",0
"27346",2002,352,"periwinkles","P120",0
"27347",2002,382,"periwinkles","P120",0
"27348",2002,380,"periwinkles","P120",0
"27349",2002,350,"periwinkles","P120",0
"27350",2002,348,"periwinkles","P120",0
"27351",2002,530,"periwinkles","P120",0
"27352",2002,529,"periwinkles","P120",0
"27353",2002,500,"periwinkles","P120",0
"27354",2002,498,"periwinkles","P120",9.8951118147635e-05
"27355",2002,528,"periwinkles","P120",0
"27356",2002,468,"periwinkles","P120",0
"27357",2002,469,"periwinkles","P120",0
"27358",2002,499,"periwinkles","P120",0
"27359",2002,566,"periwinkles","P120",0
"27360",2002,596,"periwinkles","P120",0
"27361",2002,565,"periwinkles","P120",0
"27362",2002,535,"periwinkles","P120",0
"27363",2002,534,"periwinkles","P120",0
"27364",2002,504,"periwinkles","P120",0
"27365",2002,503,"periwinkles","P120",0
"27366",2002,502,"periwinkles","P120",0
"27367",2002,501,"periwinkles","P120",0
"27368",2002,531,"periwinkles","P120",0
"27369",2002,470,"periwinkles","P120",0
"27370",2002,440,"periwinkles","P120",0
"27371",2002,439,"periwinkles","P120",0
"27372",2002,410,"periwinkles","P120",0
"27373",2002,409,"periwinkles","P120",0
"27374",2002,379,"periwinkles","P120",0
"27375",2002,378,"periwinkles","P120",0
"27376",2002,447,"periwinkles","P120",0
"27377",2002,477,"periwinkles","P120",0
"27378",2002,478,"periwinkles","P120",0
"27379",2002,598,"periwinkles","P120",0
"27380",2002,657,"periwinkles","P120",0
"27381",2002,658,"periwinkles","P120",0
"27382",2002,687,"periwinkles","P120",0
"27383",2002,717,"periwinkles","P120",0
"27384",2002,686,"periwinkles","P120",0
"27385",2002,656,"periwinkles","P120",0
"27386",2002,128,"periwinkles","P120",0
"27387",2002,223,"periwinkles","P120",0
"27388",2002,191,"periwinkles","P120",0
"27389",2002,222,"periwinkles","P120",0
"27390",2002,39,"periwinkles","P120",0
"27391",2002,98,"periwinkles","P120",0
"27392",2002,99,"periwinkles","P120",0
"27393",2002,253,"periwinkles","P120",0
"27394",2002,283,"periwinkles","P120",0
"27395",2003,288,"periwinkles","P120",0
"27396",2003,349,"periwinkles","P120",0
"27397",2003,319,"periwinkles","P120",0
"27398",2003,320,"periwinkles","P120",0
"27399",2003,291,"periwinkles","P120",0
"27400",2003,321,"periwinkles","P120",0
"27401",2003,351,"periwinkles","P120",0
"27402",2003,352,"periwinkles","P120",0
"27403",2003,382,"periwinkles","P120",0
"27404",2003,380,"periwinkles","P120",0
"27405",2003,350,"periwinkles","P120",0
"27406",2003,348,"periwinkles","P120",0
"27407",2003,447,"periwinkles","P120",0
"27408",2003,477,"periwinkles","P120",0
"27409",2003,478,"periwinkles","P120",0
"27410",2003,598,"periwinkles","P120",0
"27411",2003,658,"periwinkles","P120",0
"27412",2003,657,"periwinkles","P120",0
"27413",2003,686,"periwinkles","P120",0
"27414",2003,656,"periwinkles","P120",0
"27415",2003,687,"periwinkles","P120",0
"27416",2003,717,"periwinkles","P120",0
"27417",2003,596,"periwinkles","P120",0
"27418",2003,128,"periwinkles","P120",0
"27419",2003,35,"periwinkles","P120",0
"27420",2003,222,"periwinkles","P120",0
"27421",2003,191,"periwinkles","P120",0
"27422",2003,223,"periwinkles","P120",0
"27423",2003,39,"periwinkles","P120",0
"27424",2003,99,"periwinkles","P120",0
"27425",2003,98,"periwinkles","P120",0
"27426",2003,283,"periwinkles","P120",0
"27427",2003,253,"periwinkles","P120",0
"27428",2003,530,"periwinkles","P120",0
"27429",2003,529,"periwinkles","P120",0
"27430",2003,500,"periwinkles","P120",0
"27431",2003,498,"periwinkles","P120",0
"27432",2003,528,"periwinkles","P120",0
"27433",2003,468,"periwinkles","P120",0
"27434",2003,469,"periwinkles","P120",0
"27435",2003,499,"periwinkles","P120",0
"27436",2003,566,"periwinkles","P120",0
"27437",2003,565,"periwinkles","P120",0
"27438",2003,535,"periwinkles","P120",0
"27439",2003,534,"periwinkles","P120",0
"27440",2003,504,"periwinkles","P120",0
"27441",2003,503,"periwinkles","P120",0
"27442",2003,502,"periwinkles","P120",0
"27443",2003,501,"periwinkles","P120",0
"27444",2003,531,"periwinkles","P120",0
"27445",2003,470,"periwinkles","P120",0
"27446",2003,440,"periwinkles","P120",0
"27447",2003,439,"periwinkles","P120",0
"27448",2003,410,"periwinkles","P120",0
"27449",2003,409,"periwinkles","P120",0
"27450",2003,379,"periwinkles","P120",0
"27451",2003,378,"periwinkles","P120",0
"27452",2004,288,"periwinkles","P120",0
"27453",2004,349,"periwinkles","P120",0
"27454",2004,319,"periwinkles","P120",0
"27455",2004,320,"periwinkles","P120",0
"27456",2004,291,"periwinkles","P120",0
"27457",2004,321,"periwinkles","P120",0
"27458",2004,351,"periwinkles","P120",0
"27459",2004,352,"periwinkles","P120",0
"27460",2004,382,"periwinkles","P120",0
"27461",2004,380,"periwinkles","P120",0
"27462",2004,350,"periwinkles","P120",0
"27463",2004,348,"periwinkles","P120",0
"27464",2004,447,"periwinkles","P120",0
"27465",2004,477,"periwinkles","P120",0
"27466",2004,478,"periwinkles","P120",0
"27467",2004,658,"periwinkles","P120",0
"27468",2004,657,"periwinkles","P120",0
"27469",2004,598,"periwinkles","P120",0
"27470",2004,717,"periwinkles","P120",0
"27471",2004,656,"periwinkles","P120",0
"27472",2004,687,"periwinkles","P120",0
"27473",2004,686,"periwinkles","P120",0
"27474",2004,596,"periwinkles","P120",0
"27475",2004,128,"periwinkles","P120",0
"27476",2004,99,"periwinkles","P120",0
"27477",2004,39,"periwinkles","P120",0
"27478",2004,98,"periwinkles","P120",0
"27479",2004,222,"periwinkles","P120",0
"27480",2004,223,"periwinkles","P120",0
"27481",2004,191,"periwinkles","P120",0
"27482",2004,253,"periwinkles","P120",0
"27483",2004,283,"periwinkles","P120",0
"27484",2004,35,"periwinkles","P120",0
"27485",2004,534,"periwinkles","P120",0
"27486",2004,504,"periwinkles","P120",0
"27487",2004,503,"periwinkles","P120",0
"27488",2004,502,"periwinkles","P120",0
"27489",2004,501,"periwinkles","P120",0.00118741341777162
"27490",2004,531,"periwinkles","P120",0
"27491",2004,500,"periwinkles","P120",0.000296853354442905
"27492",2004,409,"periwinkles","P120",0
"27493",2004,410,"periwinkles","P120",0
"27494",2004,379,"periwinkles","P120",0
"27495",2004,378,"periwinkles","P120",0
"27496",2004,566,"periwinkles","P120",0
"27497",2004,565,"periwinkles","P120",0
"27498",2004,535,"periwinkles","P120",0
"27499",2004,499,"periwinkles","P120",0
"27500",2004,469,"periwinkles","P120",0
"27501",2004,470,"periwinkles","P120",0
"27502",2004,440,"periwinkles","P120",0
